fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,comparacio_16_09,files_excel_16_09,estats_16_09,estat,tractament,motiu,evidencia,pendent
140,SEO Ideas!A140:D140,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,Try to acquire backlinks from the following domains: accio.com,backlinks,exacta_url_keyword_idea,154,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 154,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
141,SEO Ideas!A141:D141,2.66,https://www.estudidentalcarrera.com/es/clinica-dental-lleida.html,dentista urgencias,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,155,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
142,SEO Ideas!A142:D142,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,cirugia periodontal en lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,mateixa_keyword_idea_url_canviada,237,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,"La cirurgia periodontal és una opció condicionada a la valoració i resposta al tractament, explicada al cos; no ha de substituir el tema principal de l’H1.",HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
143,SEO Ideas!A143:D143,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,cirugia periodontal en lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,mateixa_keyword_idea_url_canviada,238,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,"La cirurgia periodontal és una opció condicionada a la valoració i resposta al tractament, explicada al cos; no ha de substituir el tema principal del title.",HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
144,SEO Ideas!A144:D144,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,cirugia periodontal en lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `enfermedades periodontales`, `enfermedad periodontal`",semantica,mateixa_categoria_text_canviat,239,reassignacio_confirmada,aplicat_publicat_verificat,canvi_local_verificat,"Canvi aplicat al codi local: Fer explícit el terme malaltia periodontal al bloc que explica gingivitis i periodontitis, mantenint la valoració individual. La llista de termes s’ha escurçat respecte del 16/09.","data/landing-pages.js (es-perio); https://www.nidcr.nih.gov/health-info/gum-disease; build i 95/95 proves aprovades; 8/8 pàgines verificades en navegador a 320 i 390 px sense desbordament ni àncores invàlides, segons l’agent principal el 18/09/2026; commit 78202a1, verificacio-publicacio.json: contingut públic verificat",Nova reanàlisi de Semrush i seguiment de dades reals. La publicació no acredita retirada de l’avís ni millora de posicions.
145,SEO Ideas!A145:D145,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,cirugia periodontal en lleida,"Try to acquire backlinks from the following domains: qdq.com, totlleida.cat",backlinks,mateixa_keyword_idea_url_canviada,240,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 240,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
146,SEO Ideas!A146:D146,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,cirugia periodontal en lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_keyword_idea_url_canviada,241,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
147,SEO Ideas!A147:D147,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,156,no_aplica,no_aplica,criteri_heretat,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 156,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
148,SEO Ideas!A148:D148,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,157,no_aplica,no_aplica,criteri_heretat,No es concentra cada keyword secundària al mateix H1/title. Es manté el tema principal de la pàgina i la consulta queda situada en un H2 específic ja existent.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 157,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
149,SEO Ideas!A149:D149,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,158,aplicat_ara,cobertura_verificada,cobertura_publica_verificada,La comprovació independent de l’HTML públic confirma la cobertura semàntica del tractament i la ubicació. La keyword exacta no és una cadena contigua; es manté el text natural. Això no acredita el tancament de l’avís a Semrush.,"HTTP públic fresc 18/09/2026: 200, canonical correcte, x-vercel-cache MISS, age 0. Meta: Periodoncia, limpieza dental y endodoncia en Lleida y Tremp. Revisamos encías, dolor dental y opciones para conservar los dientes, con seguimiento individual. Comprovació de l’agent independent comunicada per l’agent principal; contingut anterior a la tanda del 18/09.",Només resta confirmar la nova lectura de Semrush; no cal repetir el canvi de metadades per una coincidència literal.
150,SEO Ideas!A150:D150,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,159,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 159,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
151,SEO Ideas!A151:D151,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,limpieza dental lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,160,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
152,SEO Ideas!A152:D152,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,161,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,Cobertura documentada a la revisió del 16/09: L’H1 ja identifica periodòncia i endodòncia a Lleida i Tremp.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 161,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
153,SEO Ideas!A153:D153,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,162,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,Cobertura documentada a la revisió del 16/09: El title ja identifica periodòncia i endodòncia a Lleida i Tremp.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 162,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
154,SEO Ideas!A154:D154,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,163,ja_cobert_actualment,cobertura_heretada,contingut_ja_revisat,Cobertura documentada a la revisió del 16/09: La descripció anterior ja incloïa periodòncia i Lleida. La nova redacció manté aquesta cobertura i hi afegeix neteja dental; no es compta com una absència resolta ara.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 163,La cobertura editorial prèvia no acredita que Semrush hagi retirat l’avís.
155,SEO Ideas!A155:D155,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,164,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 164,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
156,SEO Ideas!A156:D156,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,165,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
157,SEO Ideas!A157:D157,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia en lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,mateixa_keyword_idea_url_canviada,134,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,L’H1 Periodoncia y endodoncia en Lleida y Tremp cobreix servei i ubicació amb connectors naturals.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
158,SEO Ideas!A158:D158,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia en lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,mateixa_keyword_idea_url_canviada,135,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,El title Periodoncia y endodoncia en Lleida y Tremp cobreix servei i ubicació amb connectors naturals.,HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
159,SEO Ideas!A159:D159,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia en lleida,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,mateixa_keyword_idea_url_canviada,136,reassignacio_confirmada,no_aplica,assignacio_correcta_criteri_editorial,"La meta inclou periodoncia, limpieza dental y endodoncia en Lleida y Tremp; no requereix repetir cada combinació servei+ciutat.",HTML renderitzat de data/landing-pages.js + data/service-enrichment.js; revisió independent 18/09/2026,"Comprovar futura reanàlisi, sense forçar coincidències literals ni alterar la intenció principal."
160,SEO Ideas!A160:D160,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia en lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,mateixa_keyword_idea_url_canviada,138,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 138,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
161,SEO Ideas!A161:D161,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,periodoncia en lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,139,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
162,SEO Ideas!A162:D162,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,endodoncia lleida,Try to acquire backlinks from the following domains: qdq.com,backlinks,exacta_url_keyword_idea,166,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 166,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
163,SEO Ideas!A163:D163,0.26,https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,endodoncia lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,167,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
164,SEO Ideas!A164:D164,0.00,https://www.estudidentalcarrera.com/equip.html,carme roure lleida,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,exacta_url_keyword_idea,180,no_aplica,no_aplica,criteri_heretat,"L’Excel aplica una anàlisi de llegibilitat a equip.html, que és en català. Semrush no inclou el català entre els idiomes compatibles amb aquest indicador; no s’usa aquest valor per reescriure perfils professionals.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 180,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
165,SEO Ideas!A165:D165,0.14,https://www.estudidentalcarrera.com/es/implantes-dentales.html,implantes dentales lleida,"Try to acquire backlinks from the following domains: qdq.com, totlleida.cat",backlinks,exacta_url_keyword_idea,206,pendent_extern,pendent_extern,gestio_externa_pendent,"La llista de dominis és una proposta de Semrush. Cal comprovar la pàgina, pertinència i possibilitat real abans de gestionar cap fitxa o contacte.",docs/seo-onpage-2026-09-16/backlink-opportunities.md; docs/seo-excel-2026-09-16/idees-revisades.csv; files 206,"Cap missatge, alta, pagament ni enllaç aconseguit en aquesta tanda."
166,SEO Ideas!A166:D166,0.14,https://www.estudidentalcarrera.com/es/implantes-dentales.html,implantes dentales lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,207,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
167,SEO Ideas!A167:D167,0.14,https://www.estudidentalcarrera.com/,clinica carrera madrid,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,208,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica carrera madrid. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 208,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
168,SEO Ideas!A168:D168,0.14,https://www.estudidentalcarrera.com/,clinica carrera madrid,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,209,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica carrera madrid. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 209,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
169,SEO Ideas!A169:D169,0.14,https://www.estudidentalcarrera.com/,clinica carrera madrid,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `clinica carrera`",semantica,categoria_nova_per_keyword,,,no_aplica,nova_idea_descartada,La consulta clinica carrera madrid pertany a una intenció/localització aliena. El nou terme suggerit no justifica crear contingut de Madrid per a Carrera Lleida/Tremp.,"Excel 18/09, SEO Ideas!A169:D169",No es modifica ni s’elimina l’historial de la keyword.
170,SEO Ideas!A170:D170,0.14,https://www.estudidentalcarrera.com/,clinica carrera madrid,"Try to acquire backlinks from the following domains: gowork.com, clinicaodontologicacarrera.com, linkcentre.com",backlinks,exacta_url_keyword_idea,210,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: clinica carrera madrid. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 210,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
171,SEO Ideas!A171:D171,0.14,https://www.estudidentalcarrera.com/,clinica carrera madrid,You may increase your click-through rate if you add an aggregate rating to this page <using the ProfilePage markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,211,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
172,SEO Ideas!A172:D172,0.14,https://www.estudidentalcarrera.com/,dentista perera lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,233,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 233,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
173,SEO Ideas!A173:D173,0.14,https://www.estudidentalcarrera.com/,dentista perera lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,234,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 234,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
174,SEO Ideas!A174:D174,0.14,https://www.estudidentalcarrera.com/,dentista perera lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, docfav.com, ortodonciaperera.com",backlinks,exacta_url_keyword_idea,235,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 235,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
175,SEO Ideas!A175:D175,0.14,https://www.estudidentalcarrera.com/,dentista perera lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the ProfilePage markup code>.,estrelles_ressenyes,mateixa_categoria_text_canviat,236,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
176,SEO Ideas!A176:D176,0.30,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,242,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 242,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
177,SEO Ideas!A177:D177,0.30,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,exacta_url_keyword_idea,243,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 243,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
178,SEO Ideas!A178:D178,0.30,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,Try to acquire backlinks from the following domains: docfav.com,backlinks,exacta_url_keyword_idea,244,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 244,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
179,SEO Ideas!A179:D179,0.30,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,exacta_url_keyword_idea,245,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 245,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
180,SEO Ideas!A180:D180,0.30,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,246,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
181,SEO Ideas!A181:D181,0.30,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,exacta_url_keyword_idea,247,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 247,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
182,SEO Ideas!A182:D182,0.30,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,exacta_url_keyword_idea,248,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 248,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
183,SEO Ideas!A183:D183,0.30,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,exacta_url_keyword_idea,249,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 249,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
184,SEO Ideas!A184:D184,0.30,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `sistema damon`",semantica,exacta_url_keyword_idea,250,no_aplica,no_aplica,criteri_heretat,El suggeriment sistema Damon prové d’una keyword del competidor Ramon Perera. No s’ha verificat que Carrera ofereixi aquest sistema i no s’atribueix al servei.,docs/seo-excel-2026-09-16/idees-revisades.csv; files 250,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
185,SEO Ideas!A185:D185,0.30,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, docfav.com, ortodonciaperera.com",backlinks,exacta_url_keyword_idea,251,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 251,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
186,SEO Ideas!A186:D186,0.30,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,exacta_url_keyword_idea,252,no_aplica,no_aplica,criteri_heretat,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 252,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
187,SEO Ideas!A187:D187,0.30,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,exacta_url_keyword_idea,253,no_aplica,no_aplica,criteri_heretat,"No s’afegeix AggregateRating per obtenir estrelles de ressenyes pròpies de la clínica. Canviar Dentist, Physician, Organization o ProfilePage al suggeriment no legitima qualificacions autocontrolades ni fictícies.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,Cap marcatge de qualificacions afegit ni ressenya inventada.
188,SEO Ideas!A188:D188,0.30,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,exacta_url_keyword_idea,254,no_aplica,no_aplica,criteri_heretat,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.",docs/seo-excel-2026-09-16/idees-revisades.csv; files 254,Decisió editorial heretada; no es compta com a idea implementada ni com a avís retirat.
