fila_excel,rang_font,prioritat_excel,url_excel,keyword_excel,idea_excel,categoria,estat,motiu,evidencia,url_objectiu_proposada,estat_assignacio,pendent
222,SEO Ideas!A222:D222,1.13,https://www.estudidentalcarrera.com/,dentistes a lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush 16/09/2026, readback de l’agent principal: /clinica-dental-lleida.html. Taula posterior a desar: dentistes a lleida + 1 més, 2 keywords.",https://www.estudidentalcarrera.com/clinica-dental-lleida.html,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
223,SEO Ideas!A223:D223,1.13,https://www.estudidentalcarrera.com/,clinica carrera lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de / a /es/ per a «clinica carrera lleida». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
224,SEO Ideas!A224:D224,1.13,https://www.estudidentalcarrera.com/,clinica carrera lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,Reassignació confirmada de / a /es/ per a «clinica carrera lleida». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
225,SEO Ideas!A225:D225,1.13,https://www.estudidentalcarrera.com/,clinica carrera lleida,Keyword assigned to the current page produce higher rankings for other page. You may try to optimize these higher ranking page for the given keyword instead: position 1 page https://www.estudidentalcarrera.com/es/,assignacio_keyword,reassignacio_confirmada,Reassignació confirmada de / a /es/ per a «clinica carrera lleida». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
226,SEO Ideas!A226:D226,1.13,https://www.estudidentalcarrera.com/,clinica carrera lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
227,SEO Ideas!A227:D227,1.13,https://www.estudidentalcarrera.com/,clinica carrera,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,reassignacio_confirmada,Reassignació confirmada de / a /es/ per a «clinica carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
228,SEO Ideas!A228:D228,1.13,https://www.estudidentalcarrera.com/,clinica carrera,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de / a /es/ per a «clinica carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
229,SEO Ideas!A229:D229,1.13,https://www.estudidentalcarrera.com/,clinica carrera,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,Reassignació confirmada de / a /es/ per a «clinica carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
230,SEO Ideas!A230:D230,1.13,https://www.estudidentalcarrera.com/,clinica carrera,"Try to acquire backlinks from the following domains: abcmedico.cl, medicinavip.com, gowork.com, interclinica.cl, paxinasgalegas.es, linkcentre.com, yahoo.com",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: abcmedico.cl, medicinavip.com, gowork.com, interclinica.cl, paxinasgalegas.es, linkcentre.com, yahoo.com. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar. El paquet inclou entitats homònimes/altres mercats; no es considera una llista de captació aprovada.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
231,SEO Ideas!A231:D231,1.13,https://www.estudidentalcarrera.com/,clinica carrera,Keyword assigned to the current page produce higher rankings for other page. You may try to optimize these higher ranking page for the given keyword instead: position 1 page https://www.estudidentalcarrera.com/es/,assignacio_keyword,reassignacio_confirmada,Reassignació confirmada de / a /es/ per a «clinica carrera». La portada en castellà concentra la intenció de marca en la campanya; el modal i la taula desats conserven les cinc keywords anteriors.,"es/index.html (document estàtic), title: Clínica dental en Lleida y Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,"Esperar la recopilació i revisar l’avís original sobre /es/. Aquesta confirmació acredita l’assignació; no implica canviar el H1 de marca, tancar l’avís ni millorar posicions."
232,SEO Ideas!A232:D232,1.13,https://www.estudidentalcarrera.com/,clinica carrera,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush 16/09/2026, readback de l’agent principal: modal /es/ desat amb 11 keywords, les 6 noves de marca i les 5 preexistents preservades; taula /es/ mostra carrera clinica, 10 més, en recopilació.",https://www.estudidentalcarrera.com/es/,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
233,SEO Ideas!A233:D233,1.13,https://www.estudidentalcarrera.com/,dentista perera lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C233:D233; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
234,SEO Ideas!A234:D234,1.13,https://www.estudidentalcarrera.com/,dentista perera lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C234:D234; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
235,SEO Ideas!A235:D235,1.13,https://www.estudidentalcarrera.com/,dentista perera lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, docfav.com, ortodonciaperera.com",backlinks,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C235:D235; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
236,SEO Ideas!A236:D236,1.13,https://www.estudidentalcarrera.com/,dentista perera lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
237,SEO Ideas!A237:D237,0.51,https://www.estudidentalcarrera.com/es/servicios.html,cirugia periodontal en lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de /es/servicios.html a /es/periodoncia-endodoncia.html per a «cirugia periodontal en lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-perio), title: Periodoncia y endodoncia en Lleida y Tremp | Estudi Dental | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «cirugia periodontal en lleida» a /es/periodoncia-endodoncia.html. La destinació ha passat de 3 a 5 keywords amb periodoncia en lleida i cirugia periodontal en lleida.",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
238,SEO Ideas!A238:D238,0.51,https://www.estudidentalcarrera.com/es/servicios.html,cirugia periodontal en lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,Reassignació confirmada de /es/servicios.html a /es/periodoncia-endodoncia.html per a «cirugia periodontal en lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-perio), title: Periodoncia y endodoncia en Lleida y Tremp | Estudi Dental | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «cirugia periodontal en lleida» a /es/periodoncia-endodoncia.html. La destinació ha passat de 3 a 5 keywords amb periodoncia en lleida i cirugia periodontal en lleida.",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
239,SEO Ideas!A239:D239,0.51,https://www.estudidentalcarrera.com/es/servicios.html,cirugia periodontal en lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `clínica dental`, `enfermedades periodontales`, `enfermedad periodontal`, `tratamiento de periodoncia`",semantica,reassignacio_confirmada,Reassignació confirmada de /es/servicios.html a /es/periodoncia-endodoncia.html per a «cirugia periodontal en lleida». Es corregeix la destinació de la keyword que generava aquest suggeriment; no s’afirma que Semrush hagi retirat l’avís original.,"data/landing-pages.js (es-perio), title: Periodoncia y endodoncia en Lleida y Tremp | Estudi Dental | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «cirugia periodontal en lleida» a /es/periodoncia-endodoncia.html. La destinació ha passat de 3 a 5 keywords amb periodoncia en lleida i cirugia periodontal en lleida.",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,confirmada_readback_semrush,"Nova anàlisi de la URL de destinació i revisió de l’avís original. La confirmació acredita l’assignació, no una millora de posicions ni el compliment literal de tots els camps."
240,SEO Ideas!A240:D240,0.51,https://www.estudidentalcarrera.com/es/servicios.html,cirugia periodontal en lleida,"Try to acquire backlinks from the following domains: qdq.com, totlleida.cat",backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: qdq.com, totlleida.cat. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual) | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «cirugia periodontal en lleida» a /es/periodoncia-endodoncia.html. La destinació ha passat de 3 a 5 keywords amb periodoncia en lleida i cirugia periodontal en lleida.",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,confirmada_readback_semrush,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
241,SEO Ideas!A241:D241,0.51,https://www.estudidentalcarrera.com/es/servicios.html,cirugia periodontal en lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Physician markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.","https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines | Semrush On Page SEO Checker, 16/09/2026: readback de l’agent principal després de desar; etiqueta exacta «cirugia periodontal en lleida» a /es/periodoncia-endodoncia.html. La destinació ha passat de 3 a 5 keywords amb periodoncia en lleida i cirugia periodontal en lleida.",https://www.estudidentalcarrera.com/es/periodoncia-endodoncia.html,confirmada_readback_semrush,Cap marcatge afegit; es preserven les ressenyes visibles existents.
242,SEO Ideas!A242:D242,1.14,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C242:D242; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
243,SEO Ideas!A243:D243,1.14,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C243:D243; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
244,SEO Ideas!A244:D244,1.14,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,Try to acquire backlinks from the following domains: docfav.com,backlinks,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C244:D244; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
245,SEO Ideas!A245:D245,1.14,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,no_aplica,"Keyword de competidor o d’una ubicació aliena: dentista qui. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C245:D245; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
246,SEO Ideas!A246:D246,1.14,https://www.estudidentalcarrera.com/es/equipo.html,dentista qui,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/equipo.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
247,SEO Ideas!A247:D247,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,no_aplica,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C247:D247; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
248,SEO Ideas!A248:D248,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C248:D248; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
249,SEO Ideas!A249:D249,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C249:D249; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
250,SEO Ideas!A250:D250,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,"Compared to your rivals, some related words are not present in your page’s content. Try to enrich your page’s content with the following semantically related words: `sistema damon`",semantica,no_aplica,El suggeriment sistema Damon prové d’una keyword del competidor Ramon Perera. No s’ha verificat que Carrera ofereixi aquest sistema i no s’atribueix al servei.,"Excel SEO Ideas!C250:D250; catàleg real data/landing-pages.js, es-ortho",,no_es_reassigna_ni_selimina_historial,Cap implementació prevista per aquest suggeriment.
251,SEO Ideas!A251:D251,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,"Try to acquire backlinks from the following domains: abadendentistas.com, docfav.com, ortodonciaperera.com",backlinks,no_aplica,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C251:D251; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
252,SEO Ideas!A252:D252,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,no_aplica,"Keyword de competidor o d’una ubicació aliena: ramon perera lleida. No s’adapta el web de Carrera per presentar una altra clínica, professional o ciutat.",Excel SEO Ideas!C252:D252; equip.html; data/clinics.js,,no_es_reassigna_ni_selimina_historial,No s’ha eliminat cap keyword ni historial de Semrush.
253,SEO Ideas!A253:D253,1.14,https://www.estudidentalcarrera.com/es/equipo.html,ramon perera lleida,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,https://www.estudidentalcarrera.com/es/equipo.html,sense_canvi_proposat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
254,SEO Ideas!A254:D254,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your page’s `body` tag does not contain your target keyword. Try to add this keyword to your page’s body.,body,no_aplica,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.","https://carrerasdental.com/es/la-clinica-2/ (font oficial consultada el 16/09/2026: nom Carreras Dental, Terrassa, carrer de les Parres, 10)",,descartada_marca_aliena_historial_preservat,No s’incorpora la marca aliena al contingut ni es reassigna la keyword; historial de Semrush preservat.
255,SEO Ideas!A255:D255,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,no_aplica,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.","https://carrerasdental.com/es/la-clinica-2/ (font oficial consultada el 16/09/2026: nom Carreras Dental, Terrassa, carrer de les Parres, 10)",,descartada_marca_aliena_historial_preservat,No s’incorpora la marca aliena al contingut ni es reassigna la keyword; historial de Semrush preservat.
256,SEO Ideas!A256:D256,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,no_aplica,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.","https://carrerasdental.com/es/la-clinica-2/ (font oficial consultada el 16/09/2026: nom Carreras Dental, Terrassa, carrer de les Parres, 10)",,descartada_marca_aliena_historial_preservat,No s’incorpora la marca aliena al contingut ni es reassigna la keyword; historial de Semrush preservat.
257,SEO Ideas!A257:D257,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Your page’s meta description does not contain your target keyword. Try to add this keyword to your page `meta` tag.,meta_description,no_aplica,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.","https://carrerasdental.com/es/la-clinica-2/ (font oficial consultada el 16/09/2026: nom Carreras Dental, Terrassa, carrer de les Parres, 10)",,descartada_marca_aliena_historial_preservat,No s’incorpora la marca aliena al contingut ni es reassigna la keyword; historial de Semrush preservat.
258,SEO Ideas!A258:D258,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,Try to acquire backlinks from the following domains: donde-estamos.es,backlinks,pendent_extern,"Candidats externs de l’Excel, sense adquisició ni alta feta: donde-estamos.es. Cal verificar pàgina concreta, pertinència i possibilitat d’actualitzar una fitxa existent abans de contactar.","docs/seo-onpage-2026-09-16/backlink-opportunities.md (només QDQ, Docfav i TotLleida tenen revisió puntual)",,descartada_marca_aliena_historial_preservat,"Sense missatges, comptes, pagaments ni enllaços nous. Els altres dominis continuen sense validar."
259,SEO Ideas!A259:D259,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,"Compared to your rivals, your text-based content is difficult to read and understand. Try to improve your content's readability.",llegibilitat,no_aplica,"Carreras Dental és la marca exacta d’una clínica de Terrassa, amb web pròpia i adreça al carrer de les Parres, 10. Aquesta evidència no justifica tractar-la com una variant de Carrera Lleida ni reescriure l’equip. No s’afirma predomini en una SERP local de Lleida.","https://carrerasdental.com/es/la-clinica-2/ (font oficial consultada el 16/09/2026: nom Carreras Dental, Terrassa, carrer de les Parres, 10)",,descartada_marca_aliena_historial_preservat,No s’incorpora la marca aliena al contingut ni es reassigna la keyword; historial de Semrush preservat.
260,SEO Ideas!A260:D260,1.14,https://www.estudidentalcarrera.com/es/equipo.html,carreras dental,You may increase your click-through rate if you add an aggregate rating to this page <using the Dentist markup code>.,estrelles_ressenyes,no_aplica,"No s’afegeix AggregateRating de ressenyes pròpies a Dentist/Physician. Google exclou les estrelles de ressenyes autocontrolades per empreses/organitzacions, també amb widgets de tercers.",https://developers.google.com/search/docs/appearance/structured-data/review-snippet#guidelines,,descartada_marca_aliena_historial_preservat,Cap marcatge afegit; es preserven les ressenyes visibles existents.
261,SEO Ideas!A261:D261,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,endodòncia a lleida,Your `H1` tag does not contain your target keyword. Try to add this keyword to your `H1` tag.,H1,reassignacio_confirmada,Reassignació confirmada de /clinica-dental-lleida.html a /periodoncia-endodoncia.html per a «endodòncia a lleida». S’ha creat l’assignació de la landing catalana amb les dues keywords d’endodòncia; la recopilació de Semrush encara està en curs.,"data/landing-pages.js (ca-perio), title: Periodòncia i endodòncia a Lleida i Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,"Esperar la recopilació i revisar els avisos a la destinació correcta. La confirmació acredita l’assignació, no posicions ni tancament de l’avís original."
262,SEO Ideas!A262:D262,0.60,https://www.estudidentalcarrera.com/clinica-dental-lleida.html,endodòncia a lleida,Your `title` page tag does not contain your target keyword. Try to add this keyword to your page `title` tag.,title,reassignacio_confirmada,Reassignació confirmada de /clinica-dental-lleida.html a /periodoncia-endodoncia.html per a «endodòncia a lleida». S’ha creat l’assignació de la landing catalana amb les dues keywords d’endodòncia; la recopilació de Semrush encara està en curs.,"data/landing-pages.js (ca-perio), title: Periodòncia i endodòncia a Lleida i Tremp | Estudi Dental | Semrush 16/09/2026, readback de l’agent principal: modal desat amb URL /periodoncia-endodoncia.html i les dues keywords exactes; taula mostra la URL i endodòncia a lleida, 1 més, en recopilació.",https://www.estudidentalcarrera.com/periodoncia-endodoncia.html,confirmada_readback_semrush,"Esperar la recopilació i revisar els avisos a la destinació correcta. La confirmació acredita l’assignació, no posicions ni tancament de l’avís original."
